cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MO,MS,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-9,0.25925925925925924,0.34615384615384615,,0.03125,0.125,0.2781954887218045,0.4241573033707865,,0.5379310344827586,0.35,0.1702127659574468,0.18562874251497005,,,0.11926605504587157,0.6351351351351351,0.592,0.38636363636363635,,0.3924050632911392,0.23809523809523808,0.432,0.18181818181818182,0.024390243902439025,,0.6111111111111112,0.03571428571428571,0.044444444444444446,0.27755102040816326,0.48148148148148145,,0.42105263157894735,0.03571428571428571
-8,0.4090909090909091,0.41025641025641024,,0.020833333333333332,0.14285714285714285,0.23045267489711935,0.48484848484848486,,0.5602836879432624,0.35,0.2894736842105263,0.175,0.49019607843137253,,0.25925925925925924,0.6349206349206349,0.4482758620689655,0.5306122448979592,0.047619047619047616,0.43333333333333335,,0.44642857142857145,0.14285714285714285,0.08333333333333333,,0.5454545454545454,0.07692307692307693,0.18421052631578946,0.3492822966507177,0.4965986394557823,0.125,,
-7,0.16363636363636364,,,,,0.28,0.4986225895316804,,0.5290697674418605,0.37735849056603776,,0.1329479768786127,,,0.21505376344086022,0.7037037037037037,0.5421686746987951,0.4166666666666667,0.03571428571428571,0.3375,,0.5054945054945055,0.18181818181818182,0.10526315789473684,0.6,0.5555555555555556,0.07317073170731707,0.18518518518518517,0.319672131147541,0.464,,,
-6,0.20408163265306123,0.5476190476190477,,0.10526315789473684,0.043478260869565216,0.2996845425867508,0.4531645569620253,0.30434782608695654,0.5609756097560976,0.3178294573643411,0.17647058823529413,0.19095477386934673,0.5116279069767442,,0.17757009345794392,0.64,0.514018691588785,0.43478260869565216,0.022727272727272728,0.4126984126984127,0.6071428571428571,0.38271604938271603,0.1111111111111111,0.017241379310344827,0.3076923076923077,0.5432098765432098,0.02531645569620253,0.20408163265306123,0.2743682310469314,0.5447154471544715,0.16666666666666666,,
-5,0.26153846153846155,0.5576923076923077,,,0.046511627906976744,0.2620689655172414,0.42450142450142453,,0.5513513513513514,0.26506024096385544,0.21951219512195122,0.14358974358974358,0.5862068965517241,,0.125,0.5333333333333333,0.5048543689320388,0.35294117647058826,,0.42696629213483145,0.25925925925925924,0.32222222222222224,0.037037037037037035,0.06976744186046512,0.6666666666666666,0.5308641975308642,0.016129032258064516,0.1774193548387097,0.23137254901960785,0.39655172413793105,0.23076923076923078,,
-4,0.27419354838709675,0.5238095238095238,,,0.08333333333333333,0.26239067055393583,0.4367469879518072,,0.5229357798165137,0.29333333333333333,0.15789473684210525,0.1811320754716981,,0.14285714285714285,0.23770491803278687,0.581081081081081,0.512,0.4888888888888889,0.02040816326530612,0.35802469135802467,,0.4845360824742268,0.19047619047619047,0.021739130434782608,0.5,0.48717948717948717,0.038461538461538464,0.1044776119402985,0.2560553633217993,0.5380434782608695,0.125,,0.05263157894736842
-3,0.26865671641791045,0.3333333333333333,,0.0851063829787234,0.10714285714285714,0.2329192546583851,0.4610951008645533,,0.5652173913043478,0.2903225806451613,0.3,0.18421052631578946,,,0.19626168224299065,0.5060240963855421,0.4489795918367347,0.36,,0.4024390243902439,0.36363636363636365,0.45132743362831856,0.25,0.02631578947368421,0.18181818181818182,0.5163934426229508,0.07462686567164178,0.1728395061728395,0.25572519083969464,0.4491525423728814,,,
-2,0.44285714285714284,0.5142857142857142,,0.02857142857142857,0.05555555555555555,0.24539877300613497,0.45251396648044695,0.125,0.6217391304347826,0.3591549295774648,0.2727272727272727,0.2,,,0.19387755102040816,0.6363636363636364,0.47794117647058826,0.5106382978723404,0.0425531914893617,0.3620689655172414,0.17391304347826086,0.47115384615384615,0.043478260869565216,0.08163265306122448,0.25,0.5052631578947369,0.04838709677419355,0.22413793103448276,0.26058631921824105,0.5182481751824818,0.35714285714285715,0.3333333333333333,
-1,0.27419354838709675,,,,0.08928571428571429,0.260233918128655,0.44146341463414634,,0.5364583333333334,0.3269230769230769,,0.15204678362573099,,,0.18811881188118812,0.7076923076923077,0.47904191616766467,0.4772727272727273,0.024390243902439025,0.45652173913043476,0.23333333333333334,0.4563106796116505,0.09375,0.10416666666666667,0.45454545454545453,0.5434782608695652,0.016129032258064516,0.14285714285714285,0.28391167192429023,0.381294964028777,0.09090909090909091,,0.08823529411764706
0,0.32051282051282054,0.54,,,0.225,0.2563291139240506,0.4601990049751244,,0.589041095890411,0.36257309941520466,0.2702702702702703,0.19402985074626866,,,0.23404255319148937,0.6285714285714286,0.5,0.4339622641509434,,0.42574257425742573,0.3076923076923077,0.41836734693877553,0.08823529411764706,0.0392156862745098,0.3,0.5733333333333334,0.03773584905660377,0.2549019607843137,0.29225352112676056,0.4444444444444444,0.08333333333333333,,
1,0.3870967741935484,0.5,,,0.125,0.2564841498559078,0.40703517587939697,,0.5247524752475248,0.3351063829787234,0.3076923076923077,0.19021739130434784,0.5087719298245614,,0.20909090909090908,0.6891891891891891,0.5384615384615384,0.4883720930232558,0.041666666666666664,0.38596491228070173,0.2857142857142857,0.4519230769230769,0.23809523809523808,0.10526315789473684,0.23529411764705882,0.576271186440678,0.03076923076923077,0.13846153846153847,0.2903225806451613,0.5,0.06666666666666667,,0.058823529411764705
2,0.40384615384615385,,,,0.16279069767441862,0.2630057803468208,0.40966921119592875,,0.527027027027027,0.3416149068322981,,0.18497109826589594,,,0.19696969696969696,0.7435897435897436,0.46308724832214765,0.5434782608695652,,0.35714285714285715,,0.29292929292929293,0.3333333333333333,0.04878048780487805,,0.4594594594594595,0.1,,0.24271844660194175,0.5153846153846153,,,0.20689655172413793
3,0.39622641509433965,0.41379310344827586,,0.022727272727272728,0.10869565217391304,0.21649484536082475,0.45738636363636365,0.09523809523809523,0.5692307692307692,0.3475177304964539,,0.1751412429378531,0.45901639344262296,,0.12222222222222222,0.6410256410256411,0.5179856115107914,0.5263157894736842,,0.4157303370786517,0.16,0.38181818181818183,0.058823529411764705,0.05128205128205128,0.42857142857142855,0.4067796610169492,0.029850746268656716,0.16666666666666666,0.2523364485981308,0.5221238938053098,,,0.09375
4,,,,0.06060606060606061,,0.2784313725490196,0.44352617079889806,,0.5076923076923077,0.3203125,,0.18,0.48484848484848486,,0.1595744680851064,0.6666666666666666,0.42857142857142855,0.45454545454545453,0.022727272727272728,0.39473684210526316,0.21739130434782608,0.32941176470588235,0.13333333333333333,0.1111111111111111,0.5,0.6101694915254238,0.04411764705882353,0.19298245614035087,0.2807017543859649,0.4144144144144144,0.15789473684210525,,
5,,,,,0.022727272727272728,0.26639344262295084,0.4479166666666667,,0.5529411764705883,0.47058823529411764,,0.22905027932960895,0.5272727272727272,,,0.5428571428571428,0.4424778761061947,0.39473684210526316,0.05405405405405406,0.4,,0.3626373626373626,0.24242424242424243,0.03333333333333333,0.42857142857142855,0.5873015873015873,0.020833333333333332,0.15217391304347827,0.24472573839662448,0.4883720930232558,,,0.10714285714285714
6,0.45652173913043476,0.5483870967741935,0.16666666666666666,0.07407407407407407,0.07142857142857142,0.21810699588477367,0.4935897435897436,,0.5606936416184971,0.3577981651376147,0.17647058823529413,0.14012738853503184,0.5813953488372093,,0.189873417721519,0.5185185185185185,0.452991452991453,0.35135135135135137,0.022727272727272728,0.44339622641509435,,0.38095238095238093,0.2916666666666667,0.10256410256410256,0.2857142857142857,0.5,0.022222222222222223,0.24074074074074073,0.3404255319148936,0.4489795918367347,0.35294117647058826,,0.25
7,0.26666666666666666,0.5217391304347826,,0.1111111111111111,0.09523809523809523,0.2789115646258503,0.44339622641509435,0.16666666666666666,0.537117903930131,0.32653061224489793,0.1875,0.14150943396226415,,,0.1111111111111111,0.631578947368421,0.5208333333333334,0.48214285714285715,0.041666666666666664,0.38333333333333336,0.2692307692307692,0.42727272727272725,0.07692307692307693,0.08695652173913043,,0.57,0.03614457831325301,0.32727272727272727,0.3225806451612903,0.44166666666666665,0.125,,0.03225806451612903
8,0.39655172413793105,0.5135135135135135,,0.02564102564102564,0.07272727272727272,0.28222996515679444,0.4575892857142857,,0.44680851063829785,0.3053435114503817,0.1875,0.19730941704035873,0.5,,0.2222222222222222,0.5930232558139535,0.49230769230769234,0.41025641025641024,0.016129032258064516,0.42727272727272725,,0.44047619047619047,0.23333333333333334,0.0851063829787234,0.6923076923076923,,0.061224489795918366,0.2727272727272727,0.23692307692307693,0.46825396825396826,0.15384615384615385,,
9,0.3793103448275862,0.5806451612903226,,,0.11764705882352941,0.25773195876288657,0.484375,,0.5443037974683544,0.24603174603174602,0.15151515151515152,0.2062780269058296,,0.2222222222222222,0.2540983606557377,0.6666666666666666,0.525974025974026,0.391304347826087,0.015625,0.42,,0.44881889763779526,0.10526315789473684,0.017241379310344827,0.5714285714285714,0.42857142857142855,0.013888888888888888,0.2,0.2805194805194805,0.42857142857142855,0.08695652173913043,,0.14285714285714285
10,0.3392857142857143,0.5,,,0.029411764705882353,0.22178988326848248,0.47129186602870815,,0.5066666666666667,0.31092436974789917,0.2857142857142857,0.20300751879699247,0.6111111111111112,,0.2619047619047619,0.7291666666666666,0.44696969696969696,0.4727272727272727,0.029850746268656716,0.3937007874015748,,0.4375,0.13513513513513514,,,0.5625,0.030303030303030304,0.16981132075471697,0.2206703910614525,0.39316239316239315,0.2,,0.08695652173913043
11,0.4098360655737705,0.5,,,,0.31419939577039274,0.43765903307888043,,0.5420560747663551,0.29545454545454547,0.21212121212121213,0.19047619047619047,,,0.23684210526315788,,0.5,0.4166666666666667,0.014285714285714285,0.36885245901639346,,0.49523809523809526,0.2,0.0967741935483871,0.5833333333333334,0.4666666666666667,0.0196078431372549,0.23214285714285715,0.2743362831858407,0.4365079365079365,0.09090909090909091,0.5625,0.05714285714285714
12,0.47297297297297297,0.574468085106383,,0.0625,0.029411764705882353,0.2676470588235294,0.48936170212765956,,0.5405405405405406,0.381294964028777,0.16129032258064516,0.19117647058823528,,,0.19642857142857142,0.6065573770491803,0.6285714285714286,0.4186046511627907,0.03571428571428571,0.4090909090909091,,0.4659090909090909,0.22580645161290322,0.029411764705882353,,0.5034965034965035,,0.2037037037037037,0.29411764705882354,0.417910447761194,0.1111111111111111,,0.1951219512195122
13,0.45454545454545453,0.6666666666666666,,,,0.2937062937062937,0.40047961630695444,,0.5297029702970297,0.302158273381295,,0.13903743315508021,,,0.1984732824427481,0.6538461538461539,0.4601226993865031,0.5094339622641509,0.06,0.43548387096774194,,0.40350877192982454,0.125,,,0.5086206896551724,0.0392156862745098,0.2222222222222222,0.3150684931506849,0.41509433962264153,,0.4166666666666667,0.06666666666666667
14,0.38461538461538464,,,,,0.2140468227424749,0.4379746835443038,0.25,0.5228426395939086,0.3235294117647059,0.2222222222222222,0.16,0.5116279069767442,,0.28205128205128205,0.532258064516129,0.41732283464566927,0.5476190476190477,,0.4225352112676056,,0.43103448275862066,0.1388888888888889,0.05454545454545454,,0.5,0.01639344262295082,0.2054794520547945,0.2962962962962963,0.36585365853658536,0.14285714285714285,,
15,0.43636363636363634,,,,,0.21766561514195584,0.41818181818181815,,0.5117370892018779,0.2868217054263566,,0.18125,0.45454545454545453,,0.2549019607843137,0.5925925925925926,0.4444444444444444,0.47058823529411764,,0.42105263157894735,,0.49206349206349204,0.10810810810810811,0.037037037037037035,0.45454545454545453,0.5185185185185185,0.023809523809523808,0.18055555555555555,0.26791277258566976,0.2827586206896552,0.25,,
16,0.4935064935064935,0.5238095238095238,0.125,,,0.23863636363636365,0.48044692737430167,,0.5693069306930693,0.45864661654135336,0.1875,0.2185430463576159,0.5208333333333334,,0.16666666666666666,0.6666666666666666,0.4766355140186916,0.5365853658536586,,0.5,,0.35964912280701755,0.17391304347826086,0.06521739130434782,0.42857142857142855,0.5233644859813084,0.02,0.2,0.25846153846153846,0.34782608695652173,,0.6875,0.14285714285714285
